ordernumber,quantityordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,productline,msrp,product_code,customer_name,phone,address_line1,city,postal_code,country,contact_last_name,contact_first_name,dealsize
10131,29,? 59.18,6,"? 1,716.22",16-06-2018,2550,shipped,vintage cars,? 65.00,S24_3420,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,small
10131,50,? 81.89,3,"? 4,094.50",16-06-2018,2650,shipped,planes,? 68.00,S24_3949,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10353,35,? 89.90,3,"? 3,146.50",04-12-2019,2227,shipped,planes,? 72.00,S24_4278,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10353,46,? 81.17,5,"? 3,733.82",04-12-2019,2302,shipped,motorcycles,? 99.00,S32_1374,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10353,40,? 44.51,7,"? 1,780.40",04-12-2019,2429,shipped,vintage cars,? 68.00,S32_4289,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,small
10353,40,? 82.21,8,"? 3,288.40",04-12-2019,2479,shipped,vintage cars,? 43.00,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10353,39,? 129.33,9,"? 5,043.87",04-12-2019,2609,shipped,planes,? 91.00,S700_1691,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10131,22,? 85.99,8,"? 1,891.78",16-06-2018,3178,shipped,ships,? 90.00,S700_2047,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,small
10131,40,? 110.69,1,"? 4,427.60",16-06-2018,3204,shipped,planes,? 99.00,S700_2466,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10353,48,? 68.80,4,"? 3,302.40",04-12-2019,2764,shipped,planes,? 118.00,S700_2834,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10353,43,? 81.95,6,"? 3,523.85",04-12-2019,2789,shipped,planes,? 80.00,S700_3167,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,medium
10131,26,? 85.13,2,"? 2,213.38",16-06-2018,3386,shipped,planes,? 74.00,S700_4002,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,small
10131,21,? 41.71,7,? 875.91,16-06-2018,3413,shipped,planes,? 49.00,S72_1253,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,small
10263,34,? 108.14,2,"? 3,676.76",28-06-2019,350,shipped,motorcycles,? 95.00,S10_1678,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10312,48,? 242.16,3,"? 11,623.70",21-10-2019,266,shipped,classic cars,? 214.00,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10357,32,? 177.87,10,"? 5,691.84",10-12-2019,219,shipped,classic cars,? 214.00,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10263,40,? 111.80,5,"? 4,472.00",28-06-2019,400,shipped,motorcycles,? 118.00,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10263,41,? 203.34,4,"? 8,336.94",28-06-2019,424,shipped,motorcycles,? 193.00,S10_4698,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,large
10229,50,? 128.53,9,"? 6,426.50",11-03-2019,582,shipped,classic cars,? 147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,43,? 134.44,9,"? 5,780.92",10-12-2019,319,shipped,classic cars,? 147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10135,42,? 190.68,7,"? 8,008.56",02-07-2018,852,shipped,classic cars,? 194.00,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10142,33,? 243.13,12,"? 8,023.29",08-08-2018,840,shipped,classic cars,? 207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10282,41,? 172.47,5,"? 7,071.27",20-08-2019,474,shipped,classic cars,? 207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10371,32,? 111.27,6,"? 3,560.64",23-01-2020,326,shipped,classic cars,? 207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10382,34,? 112.46,10,"? 3,823.64",17-02-2020,302,shipped,classic cars,? 207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10413,36,? 241.05,2,"? 8,677.80",05-05-2020,226,shipped,classic cars,? 207.00,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,large
10113,21,? 162.64,2,"? 3,415.44",26-03-2018,999,shipped,trucks and buses,? 136.00,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10229,25,? 138.04,13,"? 3,451.00",11-03-2019,659,shipped,trucks and buses,? 136.00,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,49,? 121.64,8,"? 5,960.36",10-12-2019,395,shipped,trucks and buses,? 136.00,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10263,48,? 134.05,1,"? 6,434.40",28-06-2019,576,shipped,motorcycles,? 150.00,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10142,33,? 151.08,13,"? 4,985.64",08-08-2018,916,shipped,classic cars,? 151.00,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10282,27,? 161.66,6,"? 4,364.82",20-08-2019,550,shipped,classic cars,? 151.00,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10382,37,? 110.05,11,"? 4,071.85",17-02-2020,378,shipped,classic cars,? 151.00,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10413,47,? 175.25,3,"? 8,236.75",05-05-2020,301,shipped,classic cars,? 151.00,S12_3148,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,large
10135,48,? 125.66,5,"? 6,031.68",02-07-2018,977,shipped,classic cars,? 117.00,S12_3380,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10142,46,? 205.89,11,"? 9,470.94",08-08-2018,965,shipped,classic cars,? 173.00,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10282,24,? 157.45,4,"? 3,778.80",20-08-2019,599,shipped,classic cars,? 173.00,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10382,34,? 95.35,12,"? 3,241.90",17-02-2020,427,shipped,classic cars,? 173.00,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10396,33,? 185.13,3,"? 6,109.29",23-03-2020,393,shipped,classic cars,? 173.00,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10413,22,? 153.99,1,"? 3,387.78",05-05-2020,351,shipped,classic cars,? 173.00,S12_3891,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10135,24,? 75.01,8,"? 1,800.24",02-07-2018,1027,shipped,classic cars,? 79.00,S12_3990,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10229,36,? 125.61,1,"? 4,521.96",11-03-2019,808,shipped,trucks and buses,? 118.00,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10271,31,? 97.17,5,"? 3,012.27",20-07-2019,680,shipped,trucks and buses,? 118.00,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10371,49,? 35.71,4,"? 1,749.79",23-01-2020,502,shipped,trucks and buses,? 118.00,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10382,32,? 66.58,13,"? 2,130.56",17-02-2020,478,shipped,trucks and buses,? 118.00,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10135,29,? 97.89,4,"? 2,838.81",02-07-2018,1078,shipped,classic cars,? 115.00,S12_4675,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10113,49,? 100.34,4,"? 4,916.66",26-03-2018,1200,shipped,trucks and buses,? 116.00,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10312,32,? 130.67,2,"? 4,181.44",21-10-2019,643,shipped,trucks and buses,? 116.00,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,39,? 98.00,1,"? 3,822.00",10-12-2019,596,shipped,trucks and buses,? 116.00,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,36,? 93.77,14,"? 3,375.72",04-03-2020,540,shipped,classic cars,? 141.00,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10182,25,? 87.33,3,"? 2,183.25",12-11-2018,1026,shipped,vintage cars,? 102.00,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10312,43,? 89.38,10,"? 3,843.34",21-10-2019,693,shipped,vintage cars,? 102.00,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10182,32,? 54.45,2,"? 1,742.40",12-11-2018,1050,shipped,vintage cars,? 53.00,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10312,25,? 44.21,9,"? 1,105.25",21-10-2019,717,shipped,vintage cars,? 53.00,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10172,42,? 118.22,6,"? 4,965.24",05-11-2018,1080,shipped,classic cars,? 124.00,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10182,44,? 171.70,10,"? 7,554.80",12-11-2018,1124,shipped,vintage cars,? 170.00,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10312,48,? 168.30,17,"? 8,078.40",21-10-2019,790,shipped,vintage cars,? 170.00,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10135,48,? 79.31,3,"? 3,806.88",02-07-2018,1275,shipped,classic cars,? 77.00,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,34,? 43.05,15,"? 1,463.70",04-03-2020,711,shipped,classic cars,? 142.00,S18_1984,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10271,50,? 183.38,4,"? 9,169.00",20-07-2019,956,shipped,classic cars,? 163.00,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10282,23,? 140.81,13,"? 3,238.63",20-08-2019,926,shipped,classic cars,? 163.00,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10371,25,? 104.09,7,"? 2,602.25",23-01-2020,778,shipped,classic cars,? 163.00,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10382,25,? 88.00,5,"? 2,200.00",17-02-2020,754,shipped,classic cars,? 163.00,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10182,38,? 61.15,9,"? 2,323.70",12-11-2018,1224,shipped,vintage cars,? 60.00,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10312,30,? 61.15,16,"? 1,834.50",21-10-2019,890,shipped,vintage cars,? 60.00,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10229,26,? 144.82,4,"? 3,765.32",11-03-2019,1131,shipped,trucks and buses,? 122.00,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10271,50,? 101.87,8,"? 5,093.50",20-07-2019,1003,shipped,trucks and buses,? 122.00,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10182,20,? 110.60,7,"? 2,212.00",12-11-2018,1271,shipped,vintage cars,? 127.00,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10312,31,? 152.56,14,"? 4,729.36",21-10-2019,937,shipped,vintage cars,? 127.00,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,31,? 98.99,16,"? 3,068.69",04-03-2020,809,shipped,vintage cars,? 127.00,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10229,28,? 59.55,7,"? 1,667.40",11-03-2019,1182,shipped,trucks and buses,? 60.00,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10271,25,? 69.28,11,"? 1,732.00",20-07-2019,1054,shipped,trucks and buses,? 60.00,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10357,41,? 61.99,7,"? 2,541.59",10-12-2019,919,shipped,trucks and buses,? 60.00,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10263,33,? 86.17,10,"? 2,843.61",28-06-2019,1098,shipped,planes,? 84.00,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,small
10263,34,? 58.75,6,"? 1,997.50",28-06-2019,1123,shipped,motorcycles,? 60.00,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,small
10182,21,? 145.13,4,"? 3,047.73",12-11-2018,1370,shipped,vintage cars,? 168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10312,25,? 155.25,11,"? 3,881.25",21-10-2019,1037,shipped,vintage cars,? 168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,26,? 78.11,7,"? 2,030.86",04-03-2020,909,shipped,vintage cars,? 168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10421,35,? 155.25,1,"? 5,433.75",29-05-2020,824,in process,vintage cars,? 168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10172,39,? 154.44,7,"? 6,023.16",05-11-2018,1401,shipped,classic cars,? 132.00,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10312,37,? 100.30,4,"? 3,711.10",21-10-2019,1089,shipped,vintage cars,? 101.00,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,41,? 87.13,6,"? 3,572.33",10-12-2019,1042,shipped,vintage cars,? 101.00,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10312,35,? 53.72,6,"? 1,880.20",21-10-2019,1113,shipped,vintage cars,? 62.00,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10357,49,? 70.58,5,"? 3,458.42",10-12-2019,1067,shipped,vintage cars,? 62.00,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10312,38,? 117.29,5,"? 4,457.02",21-10-2019,1163,shipped,vintage cars,? 104.00,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,44,? 117.29,4,"? 5,160.76",10-12-2019,1117,shipped,vintage cars,? 104.00,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10142,47,? 128.39,8,"? 6,034.33",08-08-2018,1613,shipped,vintage cars,? 136.00,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10282,43,? 155.71,1,"? 6,695.53",20-08-2019,1247,shipped,vintage cars,? 136.00,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10396,33,? 159.81,2,"? 5,273.73",23-03-2020,1040,shipped,vintage cars,? 136.00,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10229,22,? 189.66,5,"? 4,172.52",11-03-2019,1440,shipped,classic cars,? 169.00,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10271,20,? 196.43,9,"? 3,928.60",20-07-2019,1315,shipped,classic cars,? 169.00,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10142,22,? 97.81,10,"? 2,151.82",08-08-2018,1689,shipped,trains,? 100.00,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10282,36,? 115.97,3,"? 4,174.92",20-08-2019,1323,shipped,trains,? 100.00,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10396,24,? 89.75,4,"? 2,154.00",23-03-2020,1116,shipped,trains,? 100.00,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10135,45,? 78.00,10,"? 3,510.00",02-07-2018,1750,shipped,classic cars,? 80.00,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,40,? 137.29,9,"? 5,491.60",04-03-2020,1159,shipped,classic cars,? 80.00,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10182,33,? 86.31,1,"? 2,848.23",12-11-2018,1644,shipped,vintage cars,? 99.00,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10312,33,? 107.15,8,"? 3,535.95",21-10-2019,1311,shipped,vintage cars,? 99.00,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,25,? 104.17,3,"? 2,604.25",10-12-2019,1264,shipped,vintage cars,? 99.00,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10382,50,? 178.71,7,"? 8,935.50",17-02-2020,1197,shipped,vintage cars,? 99.00,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10135,42,? 129.35,9,"? 5,432.70",02-07-2018,1797,shipped,classic cars,? 146.00,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,50,? 147.94,1,"? 7,397.00",04-03-2020,1207,shipped,classic cars,? 146.00,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10172,48,? 114.44,8,"? 5,493.12",05-11-2018,1698,shipped,classic cars,? 141.00,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10135,45,? 50.36,13,"? 2,266.20",02-07-2018,1846,shipped,motorcycles,? 62.00,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10390,36,? 141.11,2,"? 5,079.96",04-03-2020,1255,shipped,motorcycles,? 62.00,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10142,24,? 157.98,15,"? 3,791.52",08-08-2018,1859,shipped,classic cars,? 143.00,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10282,31,? 150.80,8,"? 4,674.80",20-08-2019,1493,shipped,classic cars,? 143.00,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10413,49,? 140.75,5,"? 6,896.75",05-05-2020,1245,shipped,classic cars,? 143.00,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10182,36,? 109.52,11,"? 3,942.72",12-11-2018,1791,shipped,vintage cars,? 92.00,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10142,24,? 70.22,7,"? 1,685.28",08-08-2018,1906,shipped,vintage cars,? 87.00,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10396,45,? 105.32,5,"? 4,739.40",23-03-2020,1334,shipped,vintage cars,? 87.00,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10229,41,? 115.03,10,"? 4,716.23",11-03-2019,1725,shipped,trucks and buses,? 121.00,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10357,28,? 127.13,2,"? 3,559.64",10-12-2019,1462,shipped,trucks and buses,? 121.00,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10382,39,? 125.40,1,"? 4,890.60",17-02-2020,1395,shipped,trucks and buses,? 121.00,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10113,50,? 49.81,3,"? 2,490.50",26-03-2018,2092,shipped,vintage cars,? 50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10229,39,? 40.25,14,"? 1,569.75",11-03-2019,1752,shipped,vintage cars,? 50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10312,39,? 56.85,1,"? 2,217.15",21-10-2019,1535,shipped,vintage cars,? 50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10382,39,? 200.70,2,"? 7,827.30",17-02-2020,1421,shipped,vintage cars,? 50.00,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,large
10135,31,? 151.78,12,"? 4,705.18",02-07-2018,2021,shipped,classic cars,? 148.00,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10390,49,? 140.06,3,"? 6,862.94",04-03-2020,1430,shipped,classic cars,? 148.00,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10182,44,? 69.84,12,"? 3,072.96",12-11-2018,1914,shipped,classic cars,? 71.00,S18_4933,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10172,32,? 75.69,3,"? 2,422.08",05-11-2018,1942,shipped,classic cars,? 73.00,S24_1046,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,small
10182,47,? 74.22,16,"? 3,488.34",12-11-2018,1936,shipped,classic cars,? 73.00,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,medium
10271,45,? 64.74,2,"? 2,913.30",20-07-2019,1718,shipped,classic cars,? 57.00,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10282,29,? 46.82,11,"? 1,357.78",20-08-2019,1688,shipped,classic cars,? 57.00,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10371,25,? 97.27,12,"? 2,431.75",23-01-2020,1540,shipped,classic cars,? 57.00,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
10263,42,? 102.56,3,"? 4,307.52",28-06-2019,1765,shipped,motorcycles,? 112.00,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,medium
10172,34,? 42.76,5,"? 1,453.84",05-11-2018,2018,shipped,classic cars,? 50.00,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,small
10182,39,? 36.84,6,"? 1,436.76",12-11-2018,2058,shipped,vintage cars,? 33.00,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,small
